File Format, WaveformXYValues
Format Version, 1
Instrument, N1045A,04F,LOJ
SwVersion, A.06.71.21
SerialNumber, MY56260108
Date, 11/19/2023 02:31:18 GMT+08:00

Source Name, Channel 1A

Points, 2048
Signal Type, Unspecified
Channel Bandwidth, 2E+10
Channel Noise, 6.66857143682292E-05
X Units, Second
Y Units, Volt
Data, 
1.73636E-07, -0.000426255355480017
1.73637953125E-07, -0.00035622365178474
1.7363990625E-07, -0.000678156471227792
1.73641859375E-07, -0.000392792196463314
1.736438125E-07, -0.00064425080184568
1.73645765625E-07, -0.00122138054345018
1.7364771875E-07, -0.000390199679979798
1.73649671875E-07, -0.000188210658916981
1.73651625E-07, -0.000590779110477068
1.73653578125E-07, -0.000438187464784326
1.7365553125E-07, -0.000140246999779385
1.73657484375E-07, -0.000397964437280021
1.736594375E-07, -0.000367246670190716
1.73661390625E-07, -0.000850909684372216
1.7366334375E-07, -0.000262867792915374
1.73665296875E-07, -0.000566967830140551
1.7366725E-07, -0.0002677768199119
1.73669203125E-07, -0.000358498172469591
1.7367115625E-07, -0.000299242938251025
1.73673109375E-07, -0.000425171938155068
1.736750625E-07, -0.000453388282607614
1.73677015625E-07, -0.000949346689633638
1.7367896875E-07, -0.000161296516220433
1.73680921875E-07, -0.000198661103380578
1.73682875E-07, -0.00131039281007326
1.73684828125E-07, -0.000551919264799917
1.7368678125E-07, -0.00141180987560414
1.73688734375E-07, -0.00108962499908954
1.736906875E-07, -0.000698715264687975
1.73692640625E-07, -0.000989343274827429
1.7369459375E-07, 0.000461865281397188
1.73696546875E-07, 0.00029562951258107
1.736985E-07, -0.00105400948804622
1.73700453125E-07, -0.0010252776751648
1.7370240625E-07, -0.0015425811246552
1.73704359375E-07, -0.000376487395092805
1.737063125E-07, -0.00146607759408104
1.73708265625E-07, -1.52195270855123E-05
1.7371021875E-07, -0.00103431038213072
1.73712171875E-07, -0.000374789327491643
1.73714125E-07, 0.000484644034270591
1.73716078125E-07, -0.00143108186548179
1.7371803125E-07, -0.000971689936245551
1.73719984375E-07, -0.000309319811961466
1.737219375E-07, -0.000626214097395774
1.73723890625E-07, 0.000143255398356547
1.7372584375E-07, -0.000422952451879292
1.73727796875E-07, -0.00130881239578713
1.7372975E-07, -0.00029275425524094
1.73731703125E-07, -0.000833030043359167
1.7373365625E-07, -0.000693552458870463
1.73735609375E-07, -0.00170007722696349
1.737375625E-07, -0.000944721978627639
1.73739515625E-07, -0.000949949117076847
1.7374146875E-07, -0.00182614844019507
1.73743421875E-07, -0.00171505828925466
1.73745375E-07, -0.00129471253254247
1.73747328125E-07, -0.000722091804095074
1.7374928125E-07, -0.000730323447398145
1.73751234375E-07, -0.00157447330478054
1.737531875E-07, -0.00106039516265219
1.73755140625E-07, -0.00326625874554603
1.7375709375E-07, -0.00108288602539869
1.73759046875E-07, -0.00192486102729775
1.73761E-07, -0.000461077854876214
1.73762953125E-07, -0.000350817219317959
1.7376490625E-07, -0.00152896016720737
1.73766859375E-07, -0.00159177879396368
1.737688125E-07, -0.00121877476346557
1.73770765625E-07, -0.00153363083248516
1.7377271875E-07, -0.00168721656275836
1.73774671875E-07, -0.00177131661479772
1.73776625E-07, -0.00141210130193667
1.73778578125E-07, -0.00250099486916878
1.7378053125E-07, -0.00160675882389038
1.73782484375E-07, -0.00238385746290022
1.737844375E-07, -0.00289415919143892
1.73786390625E-07, -0.00266374806699698
1.7378834375E-07, -0.00205423404393067
1.73790296875E-07, -0.00231448653734199
1.7379225E-07, -0.00281175677160394
1.73794203125E-07, -0.00260179856766837
1.7379615625E-07, -0.00302387640037185
1.73798109375E-07, -0.00269871868095692
1.738000625E-07, -0.00273760036512827
1.73802015625E-07, -0.00296497583941237
1.7380396875E-07, -0.00327237325897815
1.73805921875E-07, -0.00318650614706903
1.73807875E-07, -0.00353512274137542
1.73809828125E-07, -0.00300436801187498
1.7381178125E-07, -0.00340008033128914
1.73813734375E-07, -0.00336974655795728
1.738156875E-07, -0.00312325603949877
1.73817640625E-07, -0.00347908169430807
1.7381959375E-07, -0.00376752515787823
