File Format, WaveformXYValues
Format Version, 1
Instrument, N1045A,04F,LOJ
SwVersion, A.06.71.21
SerialNumber, MY56260108
Date, 11/19/2023 02:31:03 GMT+08:00

Source Name, Channel 1A

Points, 2048
Signal Type, Unspecified
Channel Bandwidth, 2E+10
Channel Noise, 6.66857143682292E-05
X Units, Second
Y Units, Volt
Data, 
1.73636E-07, -0.00022821561979876
1.73637953125E-07, 0.000268840254998364
1.7363990625E-07, -0.00113062806324009
1.73641859375E-07, -0.000144662967859511
1.736438125E-07, -0.00014457772302466
1.73645765625E-07, -0.000666889458640926
1.7364771875E-07, -0.00123054567836538
1.73649671875E-07, -0.000670114009980212
1.73651625E-07, -0.000387254028607107
1.73653578125E-07, -0.000764415238127022
1.7365553125E-07, 8.314291017968E-05
1.73657484375E-07, -0.000309807786684861
1.736594375E-07, -0.000944229176270649
1.73661390625E-07, -0.000491959145530693
1.7366334375E-07, -0.000485690390399189
1.73665296875E-07, 1.8365235210205E-05
1.7366725E-07, -0.00143441987512775
1.73669203125E-07, -0.000970742066655335
1.7367115625E-07, -0.000494758612687623
1.73673109375E-07, -0.000271233185940172
1.736750625E-07, -9.5963034561243E-05
1.73677015625E-07, -0.000885978981915528
1.7367896875E-07, -0.00154229597679467
1.73680921875E-07, -0.000528907800460561
1.73682875E-07, -0.000552520574724957
1.73684828125E-07, -0.000775294130219986
1.7368678125E-07, -0.000539630392435709
1.73688734375E-07, -0.000612758662222587
1.736906875E-07, -0.000875370617848403
1.73692640625E-07, -0.000554200273994556
1.7369459375E-07, -0.000661430599029998
1.73696546875E-07, -0.000249816711102446
1.736985E-07, -0.000600778756220402
1.73700453125E-07, -0.000654407474353202
1.7370240625E-07, -0.000455683600946298
1.73704359375E-07, -0.000802487638388175
1.737063125E-07, -0.00099223136321773
1.73708265625E-07, -0.000466525306700735
1.7371021875E-07, -0.000673969800489562
1.73712171875E-07, -0.000915348105617818
1.73714125E-07, -0.000703094137730802
1.73716078125E-07, -0.000610606172852203
1.7371803125E-07, -0.000747910390112629
1.73719984375E-07, -0.00154541606234968
1.737219375E-07, -0.000387830493227806
1.73723890625E-07, -0.000729395841981655
1.7372584375E-07, -0.000762159651434044
1.73727796875E-07, -0.000800605983722775
1.7372975E-07, -0.00065531796789533
1.73731703125E-07, -0.00129478252228127
1.7373365625E-07, -0.00157187538019015
1.73735609375E-07, -0.000988816143931881
1.737375625E-07, -0.00148819297535589
1.73739515625E-07, -0.00113888999351283
1.7374146875E-07, -0.000943883732425062
1.73743421875E-07, -0.0014120247776034
1.73745375E-07, -0.000753604575908362
1.73747328125E-07, -0.00188466276437305
1.7374928125E-07, -0.00108017267960394
1.73751234375E-07, -0.00121427391577273
1.737531875E-07, -0.00117009909820434
1.73755140625E-07, -0.00198948267340756
1.7375709375E-07, -0.00201863759691392
1.73759046875E-07, -0.00210424214416453
1.73761E-07, -0.00170001609599847
1.73762953125E-07, -0.00194994484115136
1.7376490625E-07, -0.00178060499681368
1.73766859375E-07, -0.00189762487954182
1.737688125E-07, -0.00211357734300031
1.73770765625E-07, -0.00189163182070546
1.7377271875E-07, -0.00176634917319805
1.73774671875E-07, -0.00208574263254089
1.73776625E-07, -0.00185002143244729
1.73778578125E-07, -0.00240395779647708
1.7378053125E-07, -0.00217866404710355
1.73782484375E-07, -0.00213591318587354
1.737844375E-07, -0.00225808961909114
1.73786390625E-07, -0.00298605618345441
1.7378834375E-07, -0.00254274843502636
1.73790296875E-07, -0.00262417843809467
1.7379225E-07, -0.00269982831056459
1.73794203125E-07, -0.00234259220114569
1.7379615625E-07, -0.00281852358626889
1.73798109375E-07, -0.00271695146422648
1.738000625E-07, -0.00321311146171643
1.73802015625E-07, -0.00260242271035464
1.7380396875E-07, -0.00290388032834401
1.73805921875E-07, -0.00320187029601279
1.73807875E-07, -0.00254583720650975
1.73809828125E-07, -0.00357828183318135
1.7381178125E-07, -0.00346333932634342
1.73813734375E-07, -0.00373228154515471
1.738156875E-07, -0.00354583941097291
1.73817640625E-07, -0.00337231080449338
1.7381959375E-07, -0.00385319916199283
