File Format, WaveformXYValues
Format Version, 1
Instrument, N1045A,04F,LOJ
SwVersion, A.06.71.21
SerialNumber, MY56260108
Date, 11/19/2023 02:27:03 GMT+08:00

Source Name, Channel 1A

Points, 2048
Signal Type, Unspecified
Channel Bandwidth, 2E+10
Channel Noise, 6.66857143682292E-05
X Units, Second
Y Units, Volt
Data, 
1.73636E-07, -0.000535417380581497
1.73637953125E-07, -0.000135063246982424
1.7363990625E-07, 0.000680825956129505
1.73641859375E-07, -0.000268352993505257
1.736438125E-07, 0.000174999243136802
1.73645765625E-07, -0.000369597606988699
1.7364771875E-07, 3.61081489785942E-05
1.73649671875E-07, -0.000796244654960953
1.73651625E-07, 0.000129609304981539
1.73653578125E-07, -0.000817514560700933
1.7365553125E-07, -0.000526815356457346
1.73657484375E-07, 9.18916654076997E-05
1.736594375E-07, 0.000450388993611826
1.73661390625E-07, 0.000302819312885219
1.7366334375E-07, -0.000549402714023492
1.73665296875E-07, -0.000167696365619732
1.7366725E-07, 6.7720767936263E-05
1.73669203125E-07, 0.000606169020505464
1.7367115625E-07, -3.58519829829415E-05
1.73673109375E-07, -0.000774639829185821
1.736750625E-07, -0.000988676987818487
1.73677015625E-07, -0.000121158312955905
1.7367896875E-07, 7.4476254984353E-05
1.73680921875E-07, 0.00032525171529746
1.73682875E-07, -0.000143142531239207
1.73684828125E-07, -0.000157657718467103
1.7368678125E-07, -0.000312304090898426
1.73688734375E-07, -0.000707163670181115
1.736906875E-07, -0.00017078151665075
1.73692640625E-07, 0.000175880863847707
1.7369459375E-07, -0.00022738140000069
1.73696546875E-07, 0.000738913773433667
1.736985E-07, -0.000530695676114959
1.73700453125E-07, -0.000909159151274216
1.7370240625E-07, -0.00102591058547322
1.73704359375E-07, -6.66914077732517E-05
1.737063125E-07, 0.000123645172947928
1.73708265625E-07, -0.000119132302887344
1.7371021875E-07, 0.000121500068411151
1.73712171875E-07, -2.40754163361668E-06
1.73714125E-07, 0.000300386118670548
1.73716078125E-07, 7.98240494650187E-05
1.7371803125E-07, -0.000401262880345113
1.73719984375E-07, -0.000203336704003787
1.737219375E-07, -0.000155887015901406
1.73723890625E-07, -0.00060037761094447
1.7372584375E-07, -0.000800245564835222
1.73727796875E-07, 0.000722712562563092
1.7372975E-07, -0.000149985145099876
1.73731703125E-07, -0.000311983188706233
1.7373365625E-07, -0.0014465532111586
1.73735609375E-07, -0.000593011938567464
1.737375625E-07, -0.000532894597969066
1.73739515625E-07, -0.00117867468152326
1.7374146875E-07, -0.000885671465992074
1.73743421875E-07, -0.000417916015769901
1.73745375E-07, -0.000849660195831972
1.73747328125E-07, -0.00069134825031377
1.7374928125E-07, 0.000211771763743679
1.73751234375E-07, -0.000328975855945608
1.737531875E-07, -0.00119843841794294
1.73755140625E-07, -0.00106539653146832
1.7375709375E-07, -0.00140751295562436
1.73759046875E-07, -0.000537231192383438
1.73761E-07, -0.00153726440970699
1.73762953125E-07, -0.00129447042315542
1.7376490625E-07, -0.000817811736704817
1.73766859375E-07, -0.000832349958428921
1.737688125E-07, -0.000779361588183603
1.73770765625E-07, -0.001250163569896
1.7377271875E-07, -0.00130280565278053
1.73774671875E-07, -0.00125706475935439
1.73776625E-07, -0.00126255781087739
1.73778578125E-07, -0.00158301240033395
1.7378053125E-07, -0.00143066432078025
1.73782484375E-07, -0.00202278602648215
1.737844375E-07, -0.00141316678778749
1.73786390625E-07, -0.0013888868995286
1.7378834375E-07, -0.00172012119170397
1.73790296875E-07, -0.00213591420482056
1.7379225E-07, -0.00174799595341606
1.73794203125E-07, -0.00207045959886205
1.7379615625E-07, -0.0020790665310228
1.73798109375E-07, -0.00245933455025569
1.738000625E-07, -0.00226387232113956
1.73802015625E-07, -0.00221653587029932
1.7380396875E-07, -0.00225487612708105
1.73805921875E-07, -0.00242024918909003
1.73807875E-07, -0.00216518752791205
1.73809828125E-07, -0.00244754024949168
1.7381178125E-07, -0.00276517075953628
1.73813734375E-07, -0.00274150947839135
1.738156875E-07, -0.00256672369147028
1.73817640625E-07, -0.00287351978700812
