File Format, WaveformXYValues
Format Version, 1
Instrument, N1045A,04F,LOJ
SwVersion, A.06.71.21
SerialNumber, MY56260108
Date, 11/29/2023 14:15:42 GMT+08:00

Source Name, Channel 1A

Points, 2048
Signal Type, Unspecified
Channel Bandwidth, 2E+10
Channel Noise, 6.66857143682292E-05
X Units, Second
Y Units, Volt
Data, 
1.73636E-07, -0.0014585779779215
1.73637953125E-07, -0.00171590317873547
1.7363990625E-07, -0.00148029853900864
1.73641859375E-07, -0.00151911400260867
1.736438125E-07, -0.00171013918308554
1.73645765625E-07, -0.00180297934672789
1.7364771875E-07, -0.00145364658548941
1.73649671875E-07, -0.00145921787326554
1.73651625E-07, -0.00179705127443469
1.73653578125E-07, -0.00172099085508167
1.7365553125E-07, -0.00157265536399457
1.73657484375E-07, -0.00174722058375056
1.736594375E-07, -0.00148129010162593
1.73661390625E-07, -0.00177266938615227
1.7366334375E-07, -0.00137449864263602
1.73665296875E-07, -0.00182730405282629
1.7366725E-07, -0.00187674692649405
1.73669203125E-07, -0.00161911126119051
1.7367115625E-07, -0.0016094313300662
1.73673109375E-07, -0.00123589304118832
1.736750625E-07, -0.00155220002798084
1.73677015625E-07, -0.00148520373627581
1.7367896875E-07, -0.00201626817629391
1.73680921875E-07, -0.00167948372823969
1.73682875E-07, -0.00203697518381746
1.73684828125E-07, -0.000894147645936586
1.7368678125E-07, -0.00176556346888257
1.73688734375E-07, -0.00188472588132353
1.736906875E-07, -0.00138957285664744
1.73692640625E-07, -0.00169660952411007
1.7369459375E-07, -0.00190582425742549
1.73696546875E-07, -0.00176714807649618
1.736985E-07, -0.00195853651495158
1.73700453125E-07, -0.00149795283856606
1.7370240625E-07, -0.00206734635180777
1.73704359375E-07, -0.00143205961964657
1.737063125E-07, -0.00190599419218057
1.73708265625E-07, -0.0012156735581131
1.7371021875E-07, -0.00174108050746737
1.73712171875E-07, -0.00168656205758324
1.73714125E-07, -0.000988922428756024
1.73716078125E-07, -0.00165624830876511
1.7371803125E-07, -0.00158502628923829
1.73719984375E-07, -0.00168352955150565
1.737219375E-07, -0.00110216786363656
1.73723890625E-07, -0.00264701917534467
1.7372584375E-07, -0.00174251320787236
1.73727796875E-07, -0.00127975412016345
1.7372975E-07, -0.00167286927954885
1.73731703125E-07, -0.00124704615985915
1.7373365625E-07, -0.0012426432650237
1.73735609375E-07, -0.00168777139903043
1.737375625E-07, -0.00126046262572087
1.73739515625E-07, -0.00201393241632819
1.7374146875E-07, -0.00132225723887542
1.73743421875E-07, -0.00122341082861563
1.73745375E-07, -0.0021858160789604
1.73747328125E-07, -0.00160649324299144
1.7374928125E-07, -0.00200787480793374
1.73751234375E-07, -0.00148133020073862
1.737531875E-07, -0.00206897428050131
1.73755140625E-07, -0.00174614502581516
1.7375709375E-07, -0.00209830902877163
1.73759046875E-07, -0.00167364929544668
1.73761E-07, -0.00212663774471568
1.73762953125E-07, -0.00116017115312512
1.7376490625E-07, -0.00230451478536
1.73766859375E-07, -0.00141913348331338
1.737688125E-07, -0.00163653156822631
1.73770765625E-07, -0.00238115929117347
1.7377271875E-07, -0.00176059649394607
1.73774671875E-07, -0.00194179535495966
1.73776625E-07, -0.00168806707330605
1.73778578125E-07, -0.00181118439302631
1.7378053125E-07, -0.00198701658321049
1.73782484375E-07, -0.00225674495282787
1.737844375E-07, -0.00199955781436771
1.73786390625E-07, -0.00174235164126494
1.7378834375E-07, -0.00191670412798152
1.73790296875E-07, -0.00165080330436777
1.7379225E-07, -0.00216525017823724
1.73794203125E-07, -0.00214001066548065
1.7379615625E-07, -0.00142720375812116
1.73798109375E-07, -0.00213432448531955
1.738000625E-07, -0.00181673921709023
1.73802015625E-07, -0.00144351427601537
1.7380396875E-07, -0.00205625712693946
1.73805921875E-07, -0.0018370793760173
1.73807875E-07, -0.00145087900331876
1.73809828125E-07, -0.00183721437006782
1.7381178125E-07, -0.00191999245543036
1.73813734375E-07, -0.00207540734947338
1.738156875E-07, -0.00184366017396417
1.73817640625E-07, -0.00191461897388932
1.7381959375E-07, -0.00229738812084984
