File Format, WaveformXYValues
Format Version, 1
Instrument, N1045A,04F,LOJ
SwVersion, A.06.71.21
SerialNumber, MY56260108
Date, 11/29/2023 14:02:03 GMT+08:00

Source Name, Channel 1A

Points, 2048
Signal Type, Unspecified
Channel Bandwidth, 2E+10
Channel Noise, 6.66857143682292E-05
X Units, Second
Y Units, Volt
Data, 
1.73636E-07, -0.00100730155028892
1.73637953125E-07, -0.00124768351443989
1.7363990625E-07, -0.00149620743139487
1.73641859375E-07, -0.000849474778132812
1.736438125E-07, -0.000809357512889441
1.73645765625E-07, -0.00141717846852102
1.7364771875E-07, -0.00120800272488117
1.73649671875E-07, -0.00125563333210848
1.73651625E-07, -0.00129663729594258
1.73653578125E-07, -0.00122503574325888
1.7365553125E-07, -0.00105295023668326
1.73657484375E-07, -0.00126453876972953
1.736594375E-07, -0.00139953800418135
1.73661390625E-07, -0.000961596558092552
1.7366334375E-07, -0.00125118509481162
1.73665296875E-07, -0.00123462479956464
1.7366725E-07, -0.00157177923331406
1.73669203125E-07, -0.000759525755928285
1.7367115625E-07, -0.00133682021029627
1.73673109375E-07, -0.0014910229276117
1.736750625E-07, -0.0012837565914863
1.73677015625E-07, -0.00123592150177359
1.7367896875E-07, -0.00129028230521614
1.73680921875E-07, -0.00167610605115429
1.73682875E-07, -0.00121263284650011
1.73684828125E-07, -0.00146117769990459
1.7368678125E-07, -0.00156796624356752
1.73688734375E-07, -0.00123956986486836
1.736906875E-07, -0.00171906918470095
1.73692640625E-07, -0.00151816110581801
1.7369459375E-07, -0.00138724800234477
1.73696546875E-07, -0.00103106391343533
1.736985E-07, -0.00162780516225451
1.73700453125E-07, -0.000973295379285766
1.7370240625E-07, -0.00141980709287424
1.73704359375E-07, -0.0012706786654976
1.737063125E-07, -0.00136051864266359
1.73708265625E-07, -0.00113289025742688
1.7371021875E-07, -0.000949212361842307
1.73712171875E-07, -0.00150920566141903
1.73714125E-07, -0.00139703941309439
1.73716078125E-07, -0.00138623524165603
1.7371803125E-07, -0.0012430631959476
1.73719984375E-07, -0.00107061217800119
1.737219375E-07, -0.000810714945272364
1.73723890625E-07, -0.00109540746627664
1.7372584375E-07, -0.00162652838708503
1.73727796875E-07, -0.000610877063331323
1.7372975E-07, -0.000357610961058387
1.73731703125E-07, -0.00182702242381463
1.7373365625E-07, -0.00152778920792803
1.73735609375E-07, -0.00121610998802675
1.737375625E-07, -0.00112552184972255
1.73739515625E-07, -0.00151567491677855
1.7374146875E-07, -0.00175497629838796
1.73743421875E-07, -0.00204754335908192
1.73745375E-07, -0.00139287916324401
1.73747328125E-07, -0.000918501622046278
1.7374928125E-07, -0.00180440565442099
1.73751234375E-07, -0.00186620301153743
1.737531875E-07, -0.00195026902066442
1.73755140625E-07, -0.00147191673872355
1.7375709375E-07, -0.000845255476314682
1.73759046875E-07, -0.0011309406218483
1.73761E-07, -0.000952220783081938
1.73762953125E-07, -0.00168703043036255
1.7376490625E-07, -0.00107742067856852
1.73766859375E-07, -0.00104713856324551
1.737688125E-07, -0.00105735273845653
1.73770765625E-07, -0.00236837078049383
1.7377271875E-07, -0.00140917472962202
1.73774671875E-07, -0.00172995570426816
1.73776625E-07, -0.00195663425729359
1.73778578125E-07, -0.00131047918874735
1.7378053125E-07, -0.00225637172563228
1.73782484375E-07, -0.0023748296637195
1.737844375E-07, -0.00183292446695525
1.73786390625E-07, -0.00191402499243247
1.7378834375E-07, -0.00126094067839336
1.73790296875E-07, -0.00117716607206439
1.7379225E-07, -0.00181073247279061
1.73794203125E-07, -0.00143167562139237
1.7379615625E-07, -0.0019567366494232
1.73798109375E-07, -0.00139339630496774
1.738000625E-07, -0.00167177014748231
1.73802015625E-07, -0.00225147488373717
1.7380396875E-07, -0.0019438799584833
1.73805921875E-07, -0.0011887783222494
1.73807875E-07, -0.00214668530630034
1.73809828125E-07, -0.00142402161151605
1.7381178125E-07, -0.00152867020407418
1.73813734375E-07, -0.00128496794699991
1.738156875E-07, -0.00115718028963011
1.73817640625E-07, -0.000764330419271472
1.7381959375E-07, -0.00178024600494737
